,M0(t=0),M0(t=1),M0(t=2),M0(t=3),M0(t=4),M0(t=5),M0(t=6),M0(t=7),M0(t=8),M0(t=9),M0(t=10),M0(t=11),M0(t=12),M0(t=13),M0(t=14),M0(t=15),M0(t=16),M0(t=17),M0(t=18),M0(t=19),M1(t=0),M1(t=1),M1(t=2),M1(t=3),M1(t=4),M1(t=5),M1(t=6),M1(t=7),M1(t=8),M1(t=9),M1(t=10),M1(t=11),M1(t=12),M1(t=13),M1(t=14),M1(t=15),M1(t=16),M1(t=17),M1(t=18),M1(t=19),M2(t=0),M2(t=1),M2(t=2),M2(t=3),M2(t=4),M2(t=5),M2(t=6),M2(t=7),M2(t=8),M2(t=9),M2(t=10),M2(t=11),M2(t=12),M2(t=13),M2(t=14),M2(t=15),M2(t=16),M2(t=17),M2(t=18),M2(t=19),M3(t=0),M3(t=1),M3(t=2),M3(t=3),M3(t=4),M3(t=5),M3(t=6),M3(t=7),M3(t=8),M3(t=9),M3(t=10),M3(t=11),M3(t=12),M3(t=13),M3(t=14),M3(t=15),M3(t=16),M3(t=17),M3(t=18),M3(t=19),M4(t=0),M4(t=1),M4(t=2),M4(t=3),M4(t=4),M4(t=5),M4(t=6),M4(t=7),M4(t=8),M4(t=9),M4(t=10),M4(t=11),M4(t=12),M4(t=13),M4(t=14),M4(t=15),M4(t=16),M4(t=17),M4(t=18),M4(t=19)
economy,0.0008599261,0.0016905334,0.0015821008,0.0015808956,0.002076152,0.0010976768,0.0020774899,0.0013162647,0.0023084653,0.0010301619,0.0025189007,0.0010664959,0.0007531019,0.0012243759,0.0016498548,0.0041079675,0.00048239532,0.001190642,0.002671603,0.0024789716,0.0028647326,0.00040317528,0.001641342,0.0029474504,0.0017279717,0.0029645374,0.0009232452,0.005261028,0.0022653765,0.0033719768,0.002263692,0.0024543898,0.0018720638,0.0010945564,0.0021920854,0.0034249446,0.0016768806,0.001672686,0.0024129732,0.0026283085,0.0025233089,0.0022698287,0.0013615757,0.0013982693,0.0009094441,0.0022317213,0.00059577473,0.0024729471,0.002819896,0.0013399886,0.0011892921,0.0028066225,0.0009388436,0.0010925437,0.00073872745,0.00092069147,0.0013015133,0.0013674941,0.0023663447,0.001314856,0.0014717636,0.0014299073,0.002857953,0.0021862895,0.003948944,0.0026511608,0.0032403409,0.0021388582,0.0012858703,0.003820382,0.0016396784,0.00092761655,0.002282424,0.0032434782,0.0025661227,0.0020242867,0.0013976718,0.0020888275,0.0032830562,0.001439168,0.001389819,0.0016562021,0.0013958047,0.0027516768,0.00086340617,0.0020709364,0.0017655522,0.002171312,0.0043261005,0.002285603,0.0015345234,0.0017473698,0.0014202446,0.0015790318,0.0023846603,0.0011281526,0.002220742,0.001095513,0.0018612177,0.00091515837
laboratory,0.0008032988,0.0011718584,0.00096293306,0.0016901535,0.0007251493,0.0012507029,0.0024155045,0.0022280507,0.0019743603,0.003718911,0.0040659886,0.0013538623,0.0033685581,0.0011580212,0.0021481437,0.0026260254,0.0019128822,0.003868866,0.003264413,0.0018588545,0.0021687893,0.0017252824,0.00309583,0.00093981216,0.0020873232,0.0015138612,0.0025169747,0.0046881605,0.0029927539,0.0028225582,0.0012301382,0.0023033556,0.0019337218,0.0016522879,0.0031766228,0.0016828049,0.0018299674,0.0006225453,0.0013065842,0.0019467366,0.00069439935,0.0028730824,0.00096126646,0.0017245681,0.0015079201,0.0015528653,0.0024058928,0.0013440147,0.0035972241,0.002607861,0.0027242731,0.0007513425,0.0010683032,0.00096424326,0.0012111978,0.0012445238,0.0026577632,0.0009791824,0.00086885854,0.0023134523,0.003420592,0.0025838492,0.0013620193,0.0012988821,0.0012933607,0.0012735295,0.0033462567,0.0008767807,0.0024998612,0.0016384453,0.0015598779,0.0029637238,0.0024642164,0.0031123196,0.0024331878,0.0027507483,0.0021137774,0.00075154775,0.0022186623,0.0015219812,0.0021841943,0.0026321884,0.0013336128,0.0035324183,0.0032815288,0.0016567928,0.0030008617,0.0028803519,0.001434505,0.0014831541,0.0014662881,0.0045708483,0.006485689,0.0036199915,0.001850564,0.00096843817,0.0006160836,0.0012570441,0.0013834625,0.0013355475
bans,0.001780114,0.0010875636,0.0010161094,0.0012149507,0.0011960702,0.0015685268,0.0037011902,0.0013609448,0.0032456717,0.00071394636,0.0009831834,0.001168135,0.0016651773,0.0021261158,0.0016870762,0.0020368476,0.0017157309,0.0014066619,0.004343136,0.0024741206,0.0033750862,0.0013563255,0.002163262,0.0027690055,0.0013225233,0.0012854375,0.0013625735,0.0008291399,0.001600545,0.0018624872,0.0028262413,0.0035163905,0.005395666,0.0016016372,0.001495616,0.003401744,0.0013094657,0.0012101823,0.0010118306,0.0015580604,0.0037454818,0.0012428057,0.004083636,0.0011208735,0.0028297126,0.0018214147,0.004098335,0.0013668358,0.0018136412,0.0032270765,0.0035751224,0.003244094,0.0018646419,0.001116812,0.0013447104,0.0007900543,0.0017451738,0.002341154,0.002313687,0.0015404937,0.00058812386,0.0037748222,0.0020282061,0.0024305433,0.0015209228,0.0018624989,0.0010288298,0.0014235756,0.0021966426,0.00089599524,0.0025160774,0.0016996136,0.0017162617,0.00091062766,0.0005225962,0.0018947748,0.0009799345,0.0012430046,0.0013135426,0.001071203,0.0021800257,0.0015472748,0.0026374378,0.0020132905,0.0022143952,0.0027320273,0.0007054254,0.0009220184,0.0051481053,0.0011882513,0.00083929603,0.001057429,0.0020553777,0.0009501419,0.0030697556,0.0018847286,0.0017437818,0.002081096,0.0008038593,0.00095648406
restricted,0.0007605708,0.002121613,0.0013231576,0.0008923004,0.0013985728,0.002725012,0.0013711125,0.0025425674,0.001453429,0.0015483409,0.0012709162,0.0013952837,0.0025860467,0.0025053886,0.001589044,0.0037245604,0.0019130332,0.0012968126,0.002199745,0.001655583,0.0022734732,0.0041364254,0.00082957326,0.0030392467,0.0010295069,0.0027767527,0.001580975,0.0020147392,0.00086239795,0.0013454908,0.0018977539,0.0026581176,0.0014644961,0.0028700535,0.0018439572,0.001168547,0.0028054519,0.0020107115,0.0037938391,0.0035736389,0.0008597526,0.0014939308,0.0042760395,0.0006368605,0.0022135242,0.001694463,0.0011771512,0.0008593246,0.0011258768,0.0022140844,0.0024737797,0.004310693,0.0005927469,0.0037525517,0.0013239511,0.001815615,0.0024474717,0.0017402807,0.0016523798,0.004043435,0.002761502,0.0009708369,0.00621714,0.0020901987,0.0024863882,0.0011142403,0.00080370903,0.0026356627,0.001334891,0.0033976955,0.0010831461,0.001557813,0.0015656359,0.0018925772,0.0032530823,0.002545006,0.0027420803,0.0010430712,0.0011838307,0.0023195301,0.0022954764,0.0006373253,0.003728502,0.0031117697,0.0015226345,0.0014395171,0.0042838757,0.0018886913,0.0017324132,0.0018018553,0.001716306,0.0021751549,0.0013143617,0.0013379415,0.0006950977,0.002386203,0.0030706527,0.0007095811,0.0016358761,0.0009804601
samoa,0.00087424694,0.0010982533,0.0008468155,0.0019900005,0.0013769576,0.002069294,0.0015182071,0.0013094477,0.0007676407,0.005219464,0.0017332848,0.0010608856,0.0022556307,0.00092127715,0.002070508,0.0021323212,0.0013421888,0.0019062773,0.0038040176,0.0007088376,0.002669939,0.0013674069,0.0015102958,0.004208002,0.0011835281,0.001632071,0.0040754736,0.0013237046,0.0024465707,0.003093098,0.0022020068,0.0014079164,0.0013306475,0.0012654341,0.002699311,0.0015643192,0.0011216869,0.0006200514,0.0020391222,0.001593631,0.0027305447,0.0010479507,0.004249126,0.002970606,0.0013487071,0.0013974649,0.0012710302,0.0019710648,0.0009836624,0.0015877433,0.0011068712,0.002954809,0.0022693838,0.00075737154,0.0016562244,0.00107078,0.0029232027,0.0013627376,0.0031968595,0.0020084206,0.0023643617,0.0010206858,0.001337035,0.00108348,0.0011984224,0.0018621046,0.002863069,0.002317788,0.002910884,0.001452962,0.0013897194,0.0015280235,0.0011610923,0.0013549638,0.0019523536,0.003677277,0.0017530598,0.001334922,0.0030011775,0.0023400057,0.0011178028,0.0014043768,0.0011513659,0.0058300863,0.00094558496,0.00066088146,0.0038920639,0.0020936485,0.0014006117,0.0010071028,0.0009215383,0.0011709571,0.0010416424,0.0018806836,0.0012896956,0.0009863043,0.0013036381,0.0010217052,0.0020476796,0.0022652228
told,0.00089065096,0.0011340643,0.00082626834,0.0003874131,0.00080849277,0.0015062656,0.0028553058,0.0008965817,0.00052700273,0.0024053364,0.002811716,0.0014779557,0.0015314643,0.0012108813,0.004499929,0.0009833474,0.0017797597,0.0015544391,0.00064339215,0.004324441,0.0030431028,0.0015923993,0.0015957322,0.0006688402,0.0015691251,0.0040000486,0.0040674494,0.002854385,0.0053435075,0.002422268,0.0021458964,0.003025573,0.002981801,0.0016936748,0.0013941487,0.001875904,0.0012725944,0.0016529243,0.0025286034,0.0034643125,0.0015296113,0.0013954312,0.0031152167,0.00089256995,0.0054542474,0.002107327,0.00097471185,0.0057431133,0.0011211957,0.0021487998,0.0013642694,0.0026767885,0.0017794061,0.000807851,0.00669583,0.0011728771,0.0017890965,0.003777398,0.005343095,0.002052083,0.001531281,0.0016588086,0.0026706595,0.0020935922,0.0028367483,0.002105129,0.0020656316,0.001928952,0.00095408433,0.00074017385,0.0022140988,0.0022516581,0.0020499635,0.0014974792,0.0019786728,0.0016281891,0.002865149,0.0015997797,0.002893489,0.001985009,0.0026660867,0.0011565723,0.0028539915,0.0014403503,0.0018512307,0.0016745167,0.00080539,0.0030925996,0.0012955565,0.0029485761,0.0020759234,0.0008872114,0.004944364,0.0024360423,0.0013249469,0.0010584982,0.0022335313,0.001717213,0.0011981662,0.0023976052
assist,0.0006217674,0.0010048249,0.00054647453,0.00094997266,0.0015754752,0.0013522182,0.0041333926,0.0015480331,0.0010188298,0.0012990048,0.004714171,0.00354677,0.001393588,0.0020129506,0.0022247995,0.0016316638,0.001640209,0.0012332281,0.0015754971,0.0018180913,0.0016914244,0.0011543911,0.002751311,0.0010431339,0.0027147837,0.0009884912,0.0032959646,0.001650089,0.0037356894,0.0011629419,0.0015496387,0.0017152885,0.0024237726,0.0024985336,0.001246339,0.0038420416,0.0017335252,0.0022447237,0.0015402334,0.0012433461,0.0033892074,0.0010964912,0.0017423508,0.0012811954,0.00082015997,0.0026612591,0.0010436745,0.0049760453,0.0017033385,0.002178647,0.0017453437,0.0037394068,0.0042850715,0.006069203,0.0016181753,0.0014631894,0.0013141768,0.002114818,0.0015425849,0.0016240622,0.001478579,0.0015906316,0.004753656,0.0039044495,0.0007566224,0.0008581604,0.0031905412,0.0018259529,0.005714637,0.0053324914,0.0013810254,0.0026280982,0.001456228,0.0020185474,0.0011325325,0.0018207578,0.0016636498,0.00095112744,0.0017312242,0.0032286723,0.002127729,0.0016140837,0.0019263438,0.0020537246,0.0019272728,0.0012885486,0.0028189404,0.0012551276,0.0017898941,0.0025500138,0.0034847683,0.0020079908,0.0007091339,0.002098462,0.0024118472,0.0012097395,0.0038624096,0.0019917272,0.003215057,0.0019248949
facilities,0.0034124034,0.0017938601,0.002240022,0.0019099421,0.0034610122,0.0013558061,0.0023558058,0.002494343,0.0027444828,0.0010260441,0.0021514285,0.0012975547,0.0022392294,0.00057236647,0.003519629,0.001625184,0.002457315,0.0028069827,0.0010436854,0.0026906878,0.0010091957,0.00094496034,0.0021847382,0.0016853247,0.001910742,0.002084997,0.0014121408,0.0010807427,0.0021050996,0.0021670447,0.0015581188,0.0013595085,0.0013593014,0.0009324195,0.0030219003,0.0033385612,0.0014098015,0.00223208,0.0013822723,0.0017115076,0.0013396281,0.0014666235,0.0022287196,0.0020627368,0.0013748099,0.0022071614,0.0022786278,0.0020373485,0.0019437851,0.0007659953,0.0034836694,0.0017170084,0.005113609,0.0019573725,0.00094792404,0.0025776352,0.002797612,0.0018498026,0.0022904705,0.0020969165,0.0019355492,0.0016437803,0.0032053636,0.0021209659,0.0017089533,0.001818264,0.0027684984,0.0019414714,0.0032576108,0.0022729468,0.0015625847,0.0010995682,0.0016511658,0.0023585183,0.0004014662,0.0021551114,0.0010533105,0.0023715,0.0013036956,0.0014463915,0.0026976743,0.0022395826,0.0014134658,0.0012555531,0.0029185368,0.001750911,0.0015819409,0.0013763101,0.00093069504,0.0033319506,0.0022815904,0.0006518437,0.00081042555,0.0009566538,0.003164484,0.0024164575,0.0011786636,0.0011797986,0.0006123637,0.002384398
malaysia,0.00097305095,0.0005831225,0.00051428325,0.0013908419,0.0006164859,0.0018087681,0.0023713382,0.0010389026,0.0025117868,0.0016823664,0.0024888797,0.0031294029,0.003045325,0.0012630732,0.0038336702,0.0040119668,0.002876456,0.0042203036,0.0018325734,0.0007606144,0.0030617777,0.0022193342,0.00077320955,0.0015006167,0.0010430793,0.001476534,0.0012557891,0.002099972,0.0015664883,0.0032198294,0.0022766325,0.0025416738,0.0017823231,0.0018516276,0.0028452112,0.0021977602,0.0028221137,0.0026952862,0.0016690973,0.0023397184,0.0009751302,0.001988431,0.001644029,0.0024173597,0.0055129696,0.001607813,0.002721226,0.0016181424,0.00044762733,0.0015000021,0.0008522384,0.0027253332,0.0050037913,0.00093281816,0.0024931827,0.0015574831,0.0011298469,0.0013927307,0.0012446191,0.0017333217,0.0022272174,0.0015366673,0.0013388952,0.0015725526,0.00090534106,0.001521977,0.0014349065,0.0023247728,0.0036337154,0.00097342575,0.0022212998,0.0006194745,0.0013549402,0.0015302222,0.0036519738,0.0016201066,0.0015249664,0.004509711,0.0010910888,0.0012497334,0.0021396643,0.0024352956,0.0027194673,0.0027301838,0.0032980128,0.0012992077,0.00187294,0.0041708215,0.0032749437,0.0011767155,0.0019887506,0.0045673046,0.003662982,0.0036474385,0.00308312,0.0010081329,0.0017131099,0.0007127995,0.0022256817,0.0030665025
officials,0.00057656283,0.0014012391,0.00082241616,0.0005628692,0.0008077271,0.002400065,0.0028683722,0.001372486,0.0009736367,0.0043321573,0.0015885371,0.0042975233,0.0016607696,0.0031426384,0.001051354,0.0027690625,0.0025025567,0.0017665211,0.00081953884,0.0013423348,0.0017036829,0.0031138477,0.0014671807,0.0017068703,0.0025465244,0.0024918178,0.0016808776,0.00178361,0.0026798153,0.0015462727,0.0013379784,0.0019751831,0.00067831395,0.0049595707,0.0014489226,0.0008215951,0.0006879121,0.00322508,0.0007598242,0.0008453462,0.0012172492,0.002153419,0.002293071,0.0010274828,0.0011856012,0.001573917,0.00074183167,0.0015989896,0.0013720487,0.0016236168,0.0014517539,0.0020673864,0.0011606769,0.0023160663,0.0013487393,0.0011947122,0.0010262779,0.005754294,0.0017193697,0.0025981476,0.0021396305,0.0010564153,0.0016088127,0.0024577195,0.0019847872,0.00208233,0.0015550021,0.0014403637,0.0006329278,0.0022840623,0.0015993298,0.0023928352,0.0030679097,0.0021556125,0.0024883216,0.0010012081,0.0015183551,0.0022763815,0.0015962224,0.002145944,0.0015665513,0.0021501768,0.0031651268,0.0020385853,0.0018056851,0.0025388326,0.002708954,0.002816764,0.0017921377,0.004965351,0.0020135231,0.0036637988,0.0018384673,0.0033661025,0.0021633834,0.001869392,0.002415687,0.000997229,0.0029730059,0.0010019953
sports,0.0008645733,0.00092988514,0.0011834466,0.0014500568,0.0015876009,0.0028657734,0.0030418616,0.001992515,0.0013068166,0.0016339233,0.001582374,0.0022210123,0.001833782,0.0013686082,0.0026246202,0.0010913226,0.0029545096,0.0025613059,0.0013789886,0.0013245931,0.0014576305,0.0011378318,0.0008900705,0.0027546952,0.0015135198,0.0027673591,0.003164889,0.0017764097,0.002067081,0.0015867307,0.0011454012,0.0012982244,0.0016209376,0.0012728818,0.002556066,0.0012680991,0.0023139059,0.002624218,0.0022952575,0.0019579101,0.0008647919,0.0034756826,0.0015823286,0.0013151455,0.0020022632,0.00071933627,0.0012448126,0.002279124,0.0016646769,0.0015453048,0.0015048315,0.0017185338,0.0022833915,0.00097252603,0.0012007557,0.0005313406,0.0009127247,0.0024104523,0.0009005591,0.002419078,0.00084705144,0.0015187995,0.0067889723,0.0017445805,0.0017387669,0.0019813245,0.0016867543,0.0020993259,0.0025556341,0.0023129077,0.00159862,0.0013611736,0.0017616013,0.0009788439,0.002556053,0.0022774881,0.0013493865,0.001002852,0.0010323836,0.0023941477,0.004028772,0.0017498897,0.0007744892,0.001130344,0.0021398023,0.0020843518,0.0019432171,0.0020110367,0.0015129782,0.0023317588,0.0008925577,0.0018982246,0.0026486851,0.001859233,0.0035615866,0.001620406,0.0015064048,0.0015127494,0.001531293,0.001372474
temporarily,0.0011950647,0.00072897156,0.00039289068,0.0011208844,0.0010094526,0.0011831612,0.00080070854,0.0026097486,0.002466062,0.0037445452,0.0012363086,0.0014749838,0.0017525102,0.0025952917,0.0015392557,0.0017085322,0.0017050573,0.0031416935,0.002129775,0.0011095211,0.0014406772,0.0015413362,0.0014438955,0.003674973,0.0009616452,0.0013714983,0.002794991,0.0030465403,0.0023356045,0.0013981446,0.0013137348,0.00040659707,0.0031687443,0.0018686486,0.001235904,0.0013481976,0.002544551,0.002090409,0.0007833027,0.0012459771,0.0008508425,0.0006960767,0.0018260368,0.0019134836,0.0029342459,0.0025539265,0.0021321701,0.0021512108,0.0018945634,0.0013343543,0.0021639338,0.0043948535,0.0014529201,0.0020828461,0.0026173403,0.0019939549,0.0015564765,0.0018263654,0.0012352512,0.00078347075,0.002131261,0.0019813017,0.0032494997,0.0028697113,0.0031105708,0.0037785028,0.0038947775,0.00613511,0.0015777603,0.0010972325,0.0023924382,0.003608319,0.0035422172,0.0025213722,0.0021427658,0.0013873433,0.0019790344,0.005276415,0.0022116217,0.0019089729,0.0015828344,0.0015528529,0.0019524285,0.0008606218,0.0013957283,0.002806713,0.0015084412,0.003905126,0.0024778834,0.0015675105,0.003705437,0.00082743267,0.0038469255,0.0022317905,0.0012430472,0.00078820076,0.003832671,0.0028399725,0.0017101354,0.0028881065
general,0.0019552952,0.0015473238,0.0012678878,0.0020780808,0.0014532168,0.0027255923,0.0013937199,0.001988811,0.0014537997,0.0036524714,0.0022579364,0.0010830392,0.0014105967,0.0014608178,0.002316561,0.0021282327,0.002371105,0.001428021,0.0038907914,0.0036452357,0.0011164411,0.0011874704,0.0034813166,0.0052265795,0.0018662759,0.0026462148,0.0018527878,0.0025794827,0.0026230207,0.0010145635,0.003320512,0.0026663302,0.0016573406,0.0013418046,0.0010048297,0.0029521047,0.0022988315,0.0020690255,0.0036237733,0.0031336448,0.0026483994,0.0018624353,0.001879062,0.0029368945,0.00270539,0.0021211773,0.0031374202,0.0012616816,0.0018189843,0.0021676975,0.0028708447,0.0015799002,0.0017655061,0.000757972,0.0027921472,0.002134313,0.002683758,0.0013752632,0.00058672566,0.0022257345,0.0016365522,0.002077482,0.0015745529,0.0012090156,0.002686853,0.0010552908,0.0011324454,0.004997395,0.002716557,0.0011435136,0.0025796846,0.0009599799,0.00237229,0.004310976,0.0048011127,0.0027860582,0.0019034777,0.0023869728,0.0037023753,0.0025110655,0.0018569403,0.0022251217,0.0017701403,0.0010081627,0.0022049905,0.0013347254,0.002071944,0.0036593927,0.0028385913,0.0014084149,0.0010805407,0.0023319966,0.0028125525,0.0016445039,0.0039885347,0.00078480656,0.0027080046,0.0019075362,0.0018105435,0.0015760716
called,0.0003194559,0.00091882295,0.0004994475,0.0008982839,0.0008133304,0.0018858885,0.0010652079,0.0023153757,0.002274805,0.0061849356,0.0019397794,0.0026168167,0.0013689552,0.0019969945,0.0026858777,0.0030422169,0.001695335,0.0037667628,0.0006474614,0.0004142557,0.0026654378,0.0028314672,0.001732965,0.0012645101,0.0032093953,0.0025932707,0.0018075928,0.0014716743,0.0018894178,0.005339274,0.0028235654,0.0014593144,0.003291247,0.0025920668,0.001615259,0.0034794249,0.0024051543,0.00096020463,0.0011566402,0.0015374084,0.0011390727,0.0023158442,0.0012284409,0.0033106725,0.003209948,0.0012463877,0.0027416928,0.0018499255,0.0011690665,0.0048683165,0.002101481,0.0028383099,0.0033054056,0.0018232107,0.002043981,0.0009735136,0.0017648472,0.0029559298,0.00035512575,0.0023458705,0.003001934,0.0017318045,0.004381909,0.0019089096,0.0021128412,0.0028718384,0.0037259788,0.0011225692,0.0035262536,0.0017360927,0.0029604153,0.0020465672,0.006228101,0.0012393884,0.0033388457,0.0025765845,0.0017315076,0.0028320078,0.0049232463,0.004878663,0.0020782114,0.0041483464,0.0024990144,0.0023870459,0.0023621104,0.0010050948,0.0023201504,0.0045463154,0.0015218576,0.0012591887,0.0012573856,0.002958174,0.0030378767,0.0013186181,0.0021567433,0.0010305245,0.0032817677,0.0042314194,0.00072606705,0.0011594993
doctors,0.0011717097,0.0013581031,0.0009117549,0.0016751675,0.0017956438,0.0022207964,0.002573179,0.0017003703,0.0023912985,0.0023603549,0.0013962646,0.0036730948,0.0032465963,0.002893931,0.0014154991,0.0009263406,0.0013234549,0.003915748,0.0020922734,0.0016016768,0.0012070753,0.0017270007,0.003861145,0.0027471664,0.0029681537,0.0009384208,0.0012087214,0.0012718965,0.0026101328,0.0049835625,0.0014094743,0.00074934424,0.0013744785,0.0017488019,0.0022865727,0.0020135841,0.0016418047,0.0017069336,0.0007962339,0.002921549,0.0021874,0.0021346647,0.0030834076,0.0018697694,0.0010188643,0.0010989592,0.0010226646,0.0006490215,0.0012727351,0.0019216691,0.0017527614,0.0009465803,0.001404344,0.002545508,0.0006881018,0.002610105,0.0015879652,0.0030222153,0.001948538,0.0012792833,0.0018129885,0.0009387526,0.001438567,0.0018250801,0.0026540072,0.0013369288,0.0025878393,0.0012305718,0.0035994416,0.0035411397,0.0013535089,0.0024743562,0.006145886,0.005278315,0.0020156605,0.0016351859,0.0026668075,0.001232265,0.0024246073,0.0011883564,0.0027123876,0.0014330166,0.0022018903,0.0016538876,0.0025354747,0.0018738566,0.00094777736,0.0030984194,0.0019976334,0.0034393722,0.0020115508,0.002134315,0.0022538023,0.0015455903,0.0057699396,0.0017172683,0.0012626259,0.0025812404,0.001879953,0.0022679416
school,0.0012872752,0.00179181,0.0014167575,0.0024126691,0.0012552119,0.00150093,0.001902324,0.0014297495,0.0010416019,0.0013795223,0.0021378892,0.0027305898,0.002178758,0.002247711,0.0005999714,0.0013374459,0.001009339,0.0020220806,0.0027723152,0.00069253606,0.0019418399,0.0036654735,0.0012327823,0.0011750465,0.0012425046,0.002536263,0.0014978809,0.0027116847,0.0017788351,0.0010461555,0.00071278156,0.0011318057,0.0014927865,0.0029100815,0.0010222951,0.0026010026,0.00078177435,0.0014159854,0.005312302,0.0018769933,0.0014628449,0.0009828284,0.0024257507,0.0010572689,0.0007412021,0.0018672334,0.001955444,0.0022873562,0.001259631,0.0012000035,0.003447649,0.00052971736,0.001423359,0.0028879712,0.0009580372,0.0016435676,0.0017978937,0.0015882157,0.0010904159,0.005675022,0.0018120691,0.00092762295,0.0021781027,0.0027466621,0.0008534719,0.0034857027,0.0028390302,0.0013424901,0.005141552,0.0015612262,0.0010746324,0.0017968442,0.004322326,0.0027368977,0.0022617641,0.0013403062,0.0025980812,0.0020812887,0.0012677128,0.0051236222,0.0012382116,0.0018092879,0.0023830798,0.0016919826,0.002603348,0.00076159777,0.0016641548,0.0030649365,0.0012252192,0.001650542,0.000579265,0.003270646,0.0051751044,0.0037825578,0.0025943008,0.0015561078,0.0016843264,0.0012361815,0.0025944195,0.0014291414
monitoring,0.0015438003,0.0011607782,0.0027728118,0.00068542635,0.0009890479,0.0027237718,0.0017800464,0.00274634,0.0012807202,0.0007370235,0.0024079217,0.0018332303,0.003133356,0.0012763239,0.0010161499,0.0019536456,0.0033648883,0.0014266862,0.0015325611,0.0032252264,0.0024647645,0.0013365159,0.0016941584,0.0008384803,0.0055713593,0.0031485294,0.00094327837,0.00055929355,0.0014528497,0.0049942867,0.002506851,0.0024269791,0.0020122875,0.0010223276,0.0028732521,0.0017575404,0.0011908368,0.0039416407,0.0013472723,0.0017133751,0.0023520894,0.0025250295,0.0018653844,0.0032675434,0.0013165841,0.0012603431,0.000421891,0.000628925,0.002838259,0.0015503286,0.0011047851,0.0010206959,0.0010255097,0.0014485193,0.0030101638,0.00084719557,0.0013862211,0.0014479521,0.0013197048,0.0012845347,0.00031792175,0.0033976068,0.0009926369,0.0025391446,0.0060501425,0.00059300533,0.0022890167,0.0014313264,0.0013375056,0.001188119,0.0023276652,0.0015949867,0.0010729068,0.00093538174,0.0044660354,0.0038540396,0.0020057124,0.0051467153,0.0020702705,0.0011882151,0.00401032,0.0012759758,0.0020933144,0.0014670803,0.0013784983,0.0032069103,0.0012130254,0.001617952,0.000576625,0.00227214,0.0025542425,0.0008284364,0.0007886524,0.0011585015,0.0013644316,0.0031074414,0.0025020703,0.0012706248,0.0017244217,0.001256541
receive,0.0013681467,0.00121878,0.0011213413,0.0010509449,0.0010399014,0.0020232399,0.0007591991,0.00084448047,0.0024838017,0.0029322365,0.0016745692,0.0015654986,0.0013879029,0.0032861393,0.0009875286,0.00090733817,0.001598065,0.0021655285,0.0024712535,0.0012074122,0.0010034229,0.002274859,0.0022192732,0.007437292,0.0025749127,0.0020914935,0.0018572792,0.0012431691,0.0016818477,0.0026772795,0.0036336363,0.001911485,0.0035530247,0.002559427,0.0025202835,0.00081540144,0.0027087815,0.0013352497,0.0018384258,0.00082575803,0.0016951243,0.00059012475,0.0016800185,0.0017230335,0.00078726304,0.003489159,0.0034431843,0.0018859151,0.0007446209,0.00068457494,0.002517909,0.0009409213,0.0010235406,0.0007562166,0.0026289793,0.0041939574,0.00065022643,0.002213439,0.0014280826,0.0016692526,0.0012993409,0.003127809,0.0013425343,0.0019317277,0.002152087,0.0028357462,0.0011337029,0.0020712952,0.0011526989,0.0034075389,0.0031788235,0.00293294,0.002203568,0.0027372767,0.0025787344,0.00092733145,0.0019338736,0.004903421,0.0020275966,0.0029048065,0.0039884835,0.0016061221,0.0030632375,0.0011320142,0.0010897984,0.0026259613,0.0012233239,0.0015875676,0.0033187766,0.0012818802,0.0030622217,0.0019690888,0.00082923623,0.0012067675,0.0034110963,0.0011502625,0.0023515006,0.0016387046,0.0021147402,0.0024640555
city,0.0013841593,0.0011237503,0.001488953,0.0023339482,0.00083926314,0.0035234254,0.0011029739,0.0020086218,0.0028614204,0.0014403912,0.0013924384,0.002719551,0.001381778,0.0077905743,0.0012735478,0.0020001896,0.0010363043,0.0020438829,0.0036192199,0.00057523197,0.0028240734,0.0016057084,0.0037352599,0.006814466,0.0018968802,0.00258631,0.0012825734,0.0027113636,0.001468429,0.0025966954,0.0012032675,0.0022154017,0.0015892527,0.0012912994,0.0023616336,0.0028646316,0.0039781313,0.0014834463,0.0010859106,0.00068751327,0.0030251606,0.0021882027,0.0010670362,0.000971066,0.0034874785,0.001137795,0.0014528971,0.0009300945,0.002089664,0.0029066645,0.0012429887,0.002359914,0.0011781591,0.0024642574,0.003276464,0.0015472264,0.0027853628,0.0016812789,0.0012749251,0.0016485193,0.0017047526,0.0024760438,0.0012681326,0.00223648,0.0013819613,0.0037094983,0.0020839868,0.0016879179,0.0021311475,0.0019301957,0.0027609174,0.0023419089,0.0024428754,0.0027505613,0.004855918,0.0009043449,0.0016478063,0.0046156924,0.0010669733,0.003178586,0.002290227,0.0023096341,0.0011733599,0.0033802385,0.0014896622,0.0013154047,0.0028786648,0.0026919153,0.0019190236,0.0012792128,0.0017835865,0.0040845987,0.0016542054,0.00092917826,0.0031402297,0.000948316,0.0012111274,0.0013824801,0.00093038764,0.0028971944
